year,month,day,date,fruits_veggies,daily_stress,places_visited,core_circle,supporting_others,social_network,achievement,donation,bmi_range,todo_completed,flow,daily_steps,live_vision,sleep_hours,lost_vacation,daily_shouting,sufficient_income,personal_awards,time_for_passion,weekly_meditation,age,gender,work_life_balance_score,Positive Experience Index,Negative Experience Index,median
2020,9,16,2020-09-16,2,1,5,5,8,2,10,5,2,10,4,5,5,7,0,2,2,10,5,10,51 or more,Female,709.8,71,32,12.9
2020,9,16,2020-09-16,2,5,3,5,6,9,2,2,2,8,2,10,4,6,10,10,2,4,4,2,21 to 35,Female,620.5,71,32,12.9
2020,9,16,2020-09-16,3,2,6,7,8,10,9,2,2,7,9,8,8,8,0,1,2,6,8,6,21 to 35,Female,725.9,71,32,12.9
2020,9,16,2020-09-16,2,1,7,3,5,5,8,3,2,7,8,6,9,6,2,4,1,7,6,10,36 to 50,Male,680.9,71,32,12.9
2020,9,16,2020-09-16,3,4,0,4,3,10,1,1,2,4,2,10,3,7,0,3,1,0,5,1,21 to 35,Female,610.5,71,32,12.9
2020,9,16,2020-09-16,2,2,3,7,10,8,3,5,2,7,6,5,5,7,0,2,2,3,5,10,21 to 35,Female,694.5,71,32,12.9
2020,9,16,2020-09-16,2,5,10,10,10,10,10,5,2,7,3,5,5,5,10,1,2,10,3,10,36 to 50,Male,700.9,71,32,12.9
2020,9,16,2020-09-16,0,4,0,3,6,4,4,5,1,6,3,1,3,6,10,2,2,6,2,1,21 to 35,Female,622.1,71,32,12.9
2020,9,16,2020-09-16,1,1,10,10,2,1,2,2,1,4,5,8,2,5,0,0,2,10,2,10,21 to 35,Male,691.3,71,32,12.9
2020,9,16,2020-09-16,1,2,10,5,2,2,2,2,1,4,5,8,2,5,0,0,2,10,2,10,21 to 35,Male,681.1,71,32,12.9
2020,9,16,2020-09-16,4,2,3,3,8,4,1,2,1,7,1,8,1,8,0,3,1,4,2,4,21 to 35,Female,647.7,71,32,12.9
2020,9,16,2020-09-16,1,2,9,10,5,8,4,2,1,1,1,10,2,8,0,2,2,4,2,8,51 or more,Female,687.2,71,32,12.9
2020,9,16,2020-09-16,4,4,8,4,6,6,6,2,1,8,4,5,5,7,10,3,2,10,2,3,36 to 50,Female,674.1,71,32,12.9
2020,9,16,2020-09-16,3,1,0,7,4,10,2,3,2,3,8,8,3,6,8,0,2,5,2,7,51 or more,Male,660.9,71,32,12.9
2020,9,16,2020-09-16,5,2,5,5,2,4,2,4,1,2,1,5,4,8,0,1,2,9,2,10,51 or more,Male,686.2,71,32,12.9
2020,9,16,2020-09-16,3,4,5,9,10,10,4,5,2,6,7,6,5,6,0,1,2,10,8,7,36 to 50,Male,716.6,71,32,12.9
2020,9,16,2020-09-16,1,4,1,6,3,10,6,3,1,6,5,10,8,7,0,6,2,7,2,6,21 to 35,Female,685.3,71,32,12.9
2020,9,16,2020-09-16,3,3,10,10,10,4,7,5,2,6,1,4,0,8,0,0,2,10,2,7,51 or more,Female,697.9,71,32,12.9
2020,9,17,2020-09-17,3,3,10,3,10,7,9,5,2,10,8,5,9,8,7,3,2,10,8,5,51 or more,Female,720.2,71,32,12.9
2020,9,17,2020-09-17,2,1,0,5,4,4,4,1,2,0,2,1,2,6,9,0,1,3,6,2,36 to 50,Female,586.4,71,32,12.9
2020,9,17,2020-09-17,3,5,3,3,7,10,6,3,2,3,3,8,8,6,5,3,2,2,1,1,21 to 35,Male,640.5,71,32,12.9
2020,9,17,2020-09-17,5,3,1,5,10,2,2,5,1,7,0,6,1,7,0,2,2,10,8,5,21 to 35,Female,693.0,71,32,12.9
2020,9,17,2020-09-17,2,3,3,7,7,9,8,3,1,6,7,5,6,8,8,3,2,6,7,6,21 to 35,Female,696.4,71,32,12.9
2020,9,17,2020-09-17,4,4,1,3,8,6,2,3,2,7,7,1,1,6,0,7,1,5,1,0,36 to 50,Female,608.5,71,32,12.9
2020,9,17,2020-09-17,1,2,1,10,5,10,3,1,2,5,5,3,7,8,2,1,2,4,5,10,21 to 35,Female,670.5,71,32,12.9
2020,9,17,2020-09-17,4,4,5,5,8,5,9,3,1,9,8,6,8,7,0,6,2,9,3,9,51 or more,Female,718.5,71,32,12.9
2020,9,17,2020-09-17,3,1,0,10,3,10,1,5,2,1,1,4,5,5,5,10,2,8,1,10,36 to 50,Female,644.6,71,32,12.9
2020,9,17,2020-09-17,4,2,2,6,10,10,4,3,1,3,1,3,1,8,0,3,1,4,1,4,21 to 35,Female,655.2,71,32,12.9
2020,9,17,2020-09-17,5,1,4,7,5,6,3,1,1,8,1,5,5,9,0,2,2,9,8,1,21 to 35,Female,698.3,71,32,12.9
2020,9,17,2020-09-17,2,3,2,6,6,10,2,2,1,3,5,2,3,7,0,3,2,10,3,10,21 to 35,Female,678.6,71,32,12.9
2020,9,17,2020-09-17,2,4,3,2,4,4,5,3,2,6,5,8,9,6,0,5,2,5,0,0,36 to 50,Female,638.8,71,32,12.9
2020,9,17,2020-09-17,0,5,0,5,6,10,0,5,2,6,0,3,0,5,6,0,2,0,0,2,36 to 50,Female,598.5,71,32,12.9
2020,9,17,2020-09-17,3,4,2,5,10,10,4,2,2,10,8,6,5,7,0,9,1,5,8,5,21 to 35,Female,662.4,71,32,12.9
2020,9,17,2020-09-17,2,0,8,8,4,7,4,1,1,9,8,10,5,8,5,6,2,5,9,9,21 to 35,Male,716.1,71,32,12.9
2020,9,17,2020-09-17,3,5,3,10,9,6,5,5,1,5,5,5,3,5,10,1,1,5,6,5,51 or more,Female,660.1,71,32,12.9
2020,9,17,2020-09-17,4,1,5,10,8,4,4,4,1,9,2,6,2,8,0,1,2,5,2,3,51 or more,Female,701.7,71,32,12.9
2020,9,17,2020-09-17,4,2,5,5,1,5,4,2,1,5,5,10,2,9,3,7,2,3,2,3,21 to 35,Female,661.9,71,32,12.9
2020,9,17,2020-09-17,5,3,2,8,8,8,5,4,2,9,8,7,10,7,0,8,2,5,7,7,21 to 35,Female,708.5,71,32,12.9
2020,9,17,2020-09-17,4,2,7,10,7,10,6,3,1,9,4,5,6,8,7,5,2,4,5,6,36 to 50,Female,708.3,71,32,12.9
2020,9,17,2020-09-17,2,2,2,9,9,5,4,4,2,7,4,5,5,8,6,2,2,6,5,5,51 or more,Female,672.6,71,32,12.9
2020,9,17,2020-09-17,2,4,4,6,9,9,10,4,1,9,10,8,8,4,5,5,2,10,9,4,51 or more,Female,723.4,71,32,12.9
2020,9,17,2020-09-17,1,5,0,5,2,2,2,0,1,1,0,2,1,10,10,9,1,2,0,10,21 to 35,Female,563.6,71,32,12.9
2020,9,17,2020-09-17,1,3,2,5,5,10,3,4,2,3,7,6,5,5,7,1,2,2,10,3,21 to 35,Male,651.8,71,32,12.9
2020,9,17,2020-09-17,2,3,3,5,5,6,4,4,1,3,5,8,2,8,0,3,2,5,3,8,21 to 35,Male,680.0,71,32,12.9
2020,9,17,2020-09-17,4,2,7,10,10,10,10,4,2,10,8,7,5,8,0,2,2,10,8,6,51 or more,Male,749.5,71,32,12.9
2020,9,17,2020-09-17,2,3,3,10,6,5,7,3,2,5,6,3,4,8,4,2,1,4,6,7,21 to 35,Male,651.8,71,32,12.9
2020,9,17,2020-09-17,1,5,2,4,2,4,0,4,1,1,1,5,0,9,10,0,2,2,1,5,21 to 35,Female,608.2,71,32,12.9
2020,9,18,2020-09-18,5,1,8,6,10,6,10,1,1,10,9,9,10,6,1,1,2,10,10,10,51 or more,Female,771.6,71,32,12.9
2020,9,18,2020-09-18,2,1,2,5,7,6,2,1,1,3,1,5,3,7,0,2,1,4,3,7,21 to 35,Female,643.5,71,32,12.9
2020,9,18,2020-09-18,4,4,5,5,7,7,8,3,1,7,8,5,8,7,10,8,2,8,4,6,51 or more,Female,687.7,71,32,12.9
2020,9,18,2020-09-18,5,3,5,8,10,10,7,5,2,9,6,10,1,7,3,4,2,10,7,10,51 or more,Female,729.5,71,32,12.9
2020,9,18,2020-09-18,5,1,10,7,10,5,2,2,1,5,2,10,5,7,0,2,2,5,2,10,36 to 50,Female,717.6,71,32,12.9
2020,9,18,2020-09-18,2,3,10,10,8,10,4,0,1,9,3,8,2,8,1,0,2,5,1,3,21 to 35,Female,697.0,71,32,12.9
2020,9,18,2020-09-18,3,3,3,4,1,5,4,0,1,7,0,4,1,7,0,1,2,5,1,2,21 to 35,Male,636.5,71,32,12.9
2020,9,18,2020-09-18,3,4,7,7,4,8,4,0,1,9,1,4,3,7,0,3,2,6,3,7,21 to 35,Male,673.9,71,32,12.9
2020,9,18,2020-09-18,2,4,10,9,4,7,5,3,1,7,3,2,1,8,1,3,2,4,2,4,21 to 35,Female,672.0,71,32,12.9
2020,9,18,2020-09-18,5,1,10,8,4,8,5,2,1,7,2,8,2,8,0,2,2,6,7,5,21 to 35,Male,717.4,71,32,12.9
2020,9,18,2020-09-18,2,0,0,0,0,1,5,3,2,3,2,1,4,7,0,4,1,3,6,10,21 to 35,Male,610.4,71,32,12.9
2020,9,18,2020-09-18,5,3,7,8,10,4,2,5,1,10,2,4,0,8,0,3,1,3,2,10,21 to 35,Female,684.3,71,32,12.9
2020,9,18,2020-09-18,4,4,4,6,7,10,2,3,2,7,4,5,2,8,0,3,1,3,3,4,21 to 35,Female,645.4,71,32,12.9
2020,9,18,2020-09-18,5,5,10,7,5,5,4,3,1,10,2,6,5,7,3,1,2,10,10,10,21 to 35,Male,721.9,71,32,12.9
2020,9,18,2020-09-18,5,2,0,3,3,5,3,1,1,7,2,8,5,8,5,1,2,3,3,8,51 or more,Female,666.4,71,32,12.9
2020,9,18,2020-09-18,1,3,5,10,8,10,10,4,1,5,6,5,7,9,2,5,2,5,5,5,21 to 35,Female,711.9,71,32,12.9
2020,9,18,2020-09-18,3,1,1,10,10,10,8,5,2,9,5,8,10,7,0,2,2,2,8,10,51 or more,Female,734.2,71,32,12.9
2020,9,18,2020-09-18,4,2,8,5,10,5,10,5,1,7,3,4,0,7,0,0,2,8,3,10,51 or more,Female,723.2,71,32,12.9
2020,9,18,2020-09-18,4,3,1,3,7,5,8,5,2,7,7,5,0,8,4,3,2,10,7,3,36 to 50,Female,676.0,71,32,12.9
2020,9,18,2020-09-18,4,3,2,3,0,2,0,0,1,5,1,3,4,7,0,3,2,3,1,7,36 to 50,Male,626.1,71,32,12.9
2020,9,18,2020-09-18,1,4,0,5,2,6,7,0,2,2,1,2,6,8,0,6,2,4,6,1,36 to 50,Female,610.8,71,32,12.9
2020,9,18,2020-09-18,5,2,5,10,10,2,0,3,1,7,4,5,3,6,0,5,2,10,5,10,51 or more,Female,706.2,71,32,12.9
2020,9,18,2020-09-18,1,3,2,2,2,10,1,1,1,1,5,4,0,7,0,0,1,2,1,8,21 to 35,Female,619.5,71,32,12.9
2020,9,18,2020-09-18,4,2,4,5,5,3,8,3,1,10,3,10,5,5,0,1,2,5,3,6,36 to 50,Female,701.9,71,32,12.9
2020,9,18,2020-09-18,1,5,1,8,2,3,8,1,2,4,0,7,1,8,0,1,2,4,0,1,51 or more,Female,615.2,71,32,12.9
2020,9,18,2020-09-18,2,3,5,5,8,9,8,2,2,4,5,5,6,6,3,3,1,7,4,3,51 or more,Female,650.1,71,32,12.9
2020,9,18,2020-09-18,2,3,4,9,6,6,8,3,2,7,5,7,7,7,1,3,2,3,4,4,36 to 50,Male,677.9,71,32,12.9
2020,9,18,2020-09-18,1,5,5,4,8,3,3,3,2,2,4,10,6,6,10,2,2,3,3,5,36 to 50,Male,629.0,71,32,12.9
2020,9,18,2020-09-18,2,1,4,4,8,7,8,4,2,5,4,6,3,5,1,2,1,8,5,4,36 to 50,Male,662.0,71,32,12.9
2020,9,18,2020-09-18,2,5,1,2,8,10,0,5,2,8,2,5,0,8,4,5,2,5,8,2,36 to 50,Female,638.6,71,32,12.9
2020,9,18,2020-09-18,3,5,1,2,10,10,2,2,2,8,8,5,0,8,4,4,2,5,8,8,36 to 50,Female,660.7,71,32,12.9
2020,9,18,2020-09-18,3,3,4,10,7,10,5,0,2,8,2,6,10,8,0,3,2,5,10,10,36 to 50,Female,703.4,71,32,12.9
2020,9,18,2020-09-18,2,1,10,10,10,10,10,2,1,10,10,10,10,7,0,1,2,10,10,10,36 to 50,Male,789.0,71,32,12.9
2020,9,19,2020-09-19,3,3,6,10,10,10,10,3,2,6,7,6,5,9,3,3,2,10,5,9,21 to 35,Female,722.3,71,32,12.9
2020,9,19,2020-09-19,2,4,0,0,3,3,5,5,2,4,2,10,0,5,10,1,1,5,4,4,21 to 35,Male,598.2,71,32,12.9
2020,9,19,2020-09-19,4,0,10,3,10,5,8,4,1,7,8,10,0,7,0,0,2,10,8,10,51 or more,Male,755.0,71,32,12.9
2020,9,19,2020-09-19,4,1,4,5,3,3,7,4,2,9,3,9,7,8,0,1,2,6,4,4,36 to 50,Male,692.1,71,32,12.9
2020,9,19,2020-09-19,1,5,0,10,10,10,10,1,2,6,5,10,0,5,10,3,1,5,3,0,36 to 50,Female,623.7,71,32,12.9
2020,9,19,2020-09-19,4,3,7,10,10,8,8,5,2,5,6,10,7,7,0,3,2,6,4,5,36 to 50,Female,721.0,71,32,12.9
2020,9,19,2020-09-19,2,1,8,10,8,10,10,5,1,10,8,1,10,9,0,0,2,8,7,0,51 or more,Male,751.9,71,32,12.9
2020,9,19,2020-09-19,1,2,2,7,4,1,0,0,1,9,0,5,0,9,0,4,2,5,4,10,51 or more,Female,649.0,71,32,12.9
2020,9,19,2020-09-19,1,2,5,3,7,3,8,5,2,7,10,10,10,6,5,2,2,8,1,7,21 to 35,Male,693.6,71,32,12.9
2020,9,19,2020-09-19,4,2,2,3,9,6,2,4,1,7,5,3,3,8,0,2,1,3,2,6,21 to 35,Male,663.7,71,32,12.9
2020,9,19,2020-09-19,1,5,0,10,10,10,3,5,1,0,7,1,1,8,10,10,1,6,6,1,36 to 50,Female,622.5,71,32,12.9
2020,9,19,2020-09-19,2,2,4,7,9,8,5,4,2,7,5,4,1,8,8,3,2,5,8,3,36 to 50,Female,667.3,71,32,12.9
2020,9,19,2020-09-19,1,5,0,10,10,10,6,5,1,1,2,1,1,7,10,10,1,8,5,4,36 to 50,Female,625.7,71,32,12.9
2020,9,19,2020-09-19,2,4,10,7,5,3,10,3,1,5,2,8,1,8,10,3,2,10,2,4,21 to 35,Male,673.2,71,32,12.9
2020,9,19,2020-09-19,5,5,5,3,10,8,10,0,1,4,2,8,1,8,2,10,1,10,3,10,21 to 35,Female,666.4,71,32,12.9
2020,9,19,2020-09-19,4,3,5,6,3,4,3,5,2,7,2,5,3,6,3,3,2,7,2,9,21 to 35,Female,662.0,71,32,12.9
2020,9,19,2020-09-19,2,2,1,4,5,10,5,4,2,8,10,6,3,7,10,1,2,5,9,7,21 to 35,Male,677.7,71,32,12.9
2020,9,19,2020-09-19,3,3,4,10,10,10,10,5,1,5,7,10,5,7,0,1,2,10,10,5,36 to 50,Female,755.0,71,32,12.9
2020,9,19,2020-09-19,2,2,3,6,2,8,8,5,1,4,3,7,10,6,0,8,2,5,1,7,36 to 50,Male,686.2,71,32,12.9
2020,9,19,2020-09-19,2,1,5,5,8,4,5,4,1,7,4,3,7,8,1,1,1,8,7,7,36 to 50,Male,692.6,71,32,12.9
2020,9,20,2020-09-20,4,3,2,5,5,8,3,2,2,5,5,10,8,8,8,9,1,3,8,10,21 to 35,Female,648.1,71,32,12.9
2020,9,20,2020-09-20,3,4,10,6,5,10,10,5,1,8,2,7,5,8,0,2,2,10,5,9,36 to 50,Female,735.9,71,32,12.9
2020,9,20,2020-09-20,5,5,6,1,10,10,0,5,2,5,1,10,0,7,1,1,2,2,2,1,36 to 50,Male,654.7,71,32,12.9
2020,9,20,2020-09-20,3,3,5,4,10,6,9,4,1,5,4,4,2,7,7,2,2,9,4,9,21 to 35,Female,694.3,71,32,12.9
2020,9,20,2020-09-20,3,3,3,3,3,10,4,3,2,4,3,6,1,6,0,1,2,8,4,7,21 to 35,Female,660.5,71,32,12.9
2020,9,20,2020-09-20,5,1,10,9,3,3,10,3,1,2,8,10,5,6,0,0,2,10,2,1,36 to 50,Male,722.5,71,32,12.9
2020,9,20,2020-09-20,5,3,3,6,10,10,5,2,2,7,5,10,2,7,10,2,2,4,5,4,21 to 35,Female,673.4,71,32,12.9
2020,9,20,2020-09-20,3,3,6,8,8,8,6,2,2,5,1,9,7,7,0,5,1,7,2,6,36 to 50,Female,664.7,71,32,12.9
2020,9,20,2020-09-20,3,1,10,5,2,4,4,1,2,7,1,1,1,8,0,10,1,3,1,7,36 to 50,Female,614.0,71,32,12.9
2020,9,20,2020-09-20,1,4,0,0,2,4,2,1,1,3,3,5,0,6,10,0,2,2,2,3,51 or more,Female,594.0,71,32,12.9
2020,9,20,2020-09-20,1,4,2,6,3,2,3,3,2,5,4,2,5,5,10,2,2,9,8,6,36 to 50,Female,627.2,71,32,12.9
2020,9,20,2020-09-20,2,2,2,10,10,10,8,3,2,6,6,10,5,7,0,3,1,7,7,7,21 to 35,Female,697.2,71,32,12.9
2020,9,20,2020-09-20,3,3,6,8,10,5,6,1,2,6,3,9,5,6,5,4,2,10,2,10,51 or more,Female,681.5,71,32,12.9
2020,9,20,2020-09-20,5,2,7,5,5,8,1,3,1,8,5,5,1,8,0,5,2,5,1,3,21 to 35,Female,681.1,71,32,12.9
2020,9,20,2020-09-20,2,2,2,10,10,10,2,5,1,10,4,2,1,7,0,5,1,10,5,10,21 to 35,Female,695.6,71,32,12.9
2020,9,20,2020-09-20,2,4,6,3,9,10,8,4,1,7,4,8,5,6,0,5,2,7,6,7,51 or more,Male,708.5,71,32,12.9
2020,9,20,2020-09-20,4,2,6,10,10,10,10,5,2,8,3,3,5,9,0,2,2,5,4,7,36 to 50,Female,720.0,71,32,12.9
2020,9,21,2020-09-21,4,3,2,6,4,10,4,0,2,7,1,4,2,8,0,5,2,10,2,5,36 to 50,Male,652.0,71,32,12.9
2020,9,21,2020-09-21,2,2,10,10,10,10,10,5,2,8,5,5,10,6,0,5,2,10,5,10,36 to 50,Female,740.2,71,32,12.9
2020,9,21,2020-09-21,2,3,8,10,5,4,5,2,1,4,5,5,3,10,0,7,2,8,3,8,36 to 50,Female,688.3,71,32,12.9
2020,9,21,2020-09-21,2,2,3,3,10,6,1,5,1,10,1,3,5,8,0,3,2,2,2,3,36 to 50,Female,672.2,71,32,12.9
2020,9,21,2020-09-21,2,2,3,5,3,4,3,1,2,7,1,9,10,7,0,1,2,3,1,7,21 to 35,Male,656.2,71,32,12.9
2020,9,21,2020-09-21,1,5,2,4,4,4,5,3,2,6,2,5,7,6,6,8,2,10,3,4,36 to 50,Female,624.6,71,32,12.9
2020,9,21,2020-09-21,4,1,3,7,5,7,9,4,2,8,9,10,7,8,0,1,2,7,8,8,51 or more,Male,733.1,71,32,12.9
2020,9,21,2020-09-21,2,3,2,8,4,7,5,2,2,7,3,5,3,6,0,5,2,8,2,5,51 or more,Male,651.8,71,32,12.9
2020,9,21,2020-09-21,1,3,4,5,3,10,4,3,2,9,4,6,3,7,0,5,2,1,6,7,51 or more,Female,659.0,71,32,12.9
2020,9,21,2020-09-21,4,2,7,5,6,7,5,4,2,9,2,6,5,8,0,2,2,5,4,5,51 or more,Female,689.8,71,32,12.9
2020,9,21,2020-09-21,4,0,8,7,8,7,6,4,2,10,10,8,8,8,6,1,2,2,8,8,36 to 50,Male,729.3,71,32,12.9
2020,9,21,2020-09-21,2,4,5,4,6,3,7,3,1,10,0,5,3,9,5,7,2,7,1,2,36 to 50,Female,652.4,71,32,12.9
2020,9,21,2020-09-21,1,2,3,8,10,5,4,2,1,9,10,6,5,6,7,1,2,10,8,7,21 to 35,Female,708.1,71,32,12.9
2020,9,21,2020-09-21,2,5,0,1,5,4,1,1,2,4,2,3,0,7,10,8,1,2,10,2,21 to 35,Male,561.5,71,32,12.9
2020,9,21,2020-09-21,2,3,3,6,8,10,3,3,2,1,7,10,5,7,7,7,2,4,8,10,21 to 35,Female,670.0,71,32,12.9
2020,9,21,2020-09-21,3,2,3,6,6,6,6,2,2,6,4,3,5,8,10,2,2,5,5,10,21 to 35,Female,660.3,71,32,12.9
2020,9,21,2020-09-21,3,2,10,7,3,10,3,2,1,8,2,5,1,7,8,1,2,4,1,7,21 to 35,Male,674.1,71,32,12.9
2020,9,21,2020-09-21,4,5,1,1,10,10,0,5,1,8,4,9,0,6,10,0,1,1,0,1,21 to 35,Female,630.5,71,32,12.9
2020,9,21,2020-09-21,5,2,10,5,10,2,10,0,1,8,4,5,1,7,0,2,1,10,1,7,21 to 35,Male,689.4,71,32,12.9
2020,9,21,2020-09-21,2,3,0,4,4,5,3,3,2,4,1,5,1,7,10,2,2,2,1,7,36 to 50,Female,607.8,71,32,12.9
2020,9,21,2020-09-21,5,4,3,10,10,4,0,5,1,6,1,6,0,7,10,10,2,3,0,10,51 or more,Female,652.2,71,32,12.9
2020,9,22,2020-09-22,3,3,1,6,5,6,3,3,2,2,5,1,5,6,0,2,1,4,5,6,36 to 50,Male,628.9,71,32,12.9
2020,9,22,2020-09-22,2,5,10,5,10,10,10,5,2,9,4,5,5,5,5,1,2,10,3,4,36 to 50,Male,695.8,71,32,12.9
2020,9,22,2020-09-22,2,5,10,4,10,10,10,5,2,9,4,5,5,5,5,1,2,10,3,3,36 to 50,Male,692.4,71,32,12.9
2020,9,22,2020-09-22,3,3,7,10,9,9,10,4,2,5,5,8,7,7,5,6,2,7,8,6,21 to 35,Female,708.7,71,32,12.9
2020,9,22,2020-09-22,1,2,2,7,9,7,5,3,2,3,2,2,1,7,0,1,1,7,3,6,21 to 35,Female,637.8,71,32,12.9
2020,9,22,2020-09-22,3,5,2,10,5,10,0,5,1,9,1,5,1,5,3,8,1,5,2,10,36 to 50,Male,648.2,71,32,12.9
2020,9,22,2020-09-22,3,3,1,4,8,10,1,5,2,9,3,8,2,7,5,2,1,2,2,10,51 or more,Female,649.2,71,32,12.9
2020,9,22,2020-09-22,0,3,1,5,1,5,3,1,2,5,5,6,10,7,10,2,1,4,6,8,21 to 35,Female,614.8,71,32,12.9
2020,9,22,2020-09-22,4,3,5,2,10,1,3,3,1,6,1,4,5,7,5,2,2,3,5,7,36 to 50,Male,665.4,71,32,12.9
2020,9,22,2020-09-22,2,1,3,10,10,10,3,5,2,5,8,10,5,9,0,2,2,2,4,9,36 to 50,Female,714.6,71,32,12.9
2020,9,22,2020-09-22,2,3,1,7,4,2,10,1,2,7,2,3,2,8,0,1,1,10,1,9,Less than 20,Female,639.9,71,32,12.9
2020,9,22,2020-09-22,3,4,0,7,10,10,4,5,2,3,1,9,0,8,0,1,2,7,4,5,21 to 35,Female,675.1,71,32,12.9
2020,9,22,2020-09-22,4,5,2,2,5,4,2,5,2,2,3,6,0,6,0,6,2,3,1,5,51 or more,Female,619.7,71,32,12.9
2020,9,22,2020-09-22,1,3,0,0,6,5,2,2,2,2,1,6,0,6,10,0,1,5,0,2,36 to 50,Female,572.1,71,32,12.9
2020,9,22,2020-09-22,0,1,1,3,10,8,3,3,2,7,4,1,4,9,10,3,2,5,2,4,36 to 50,Female,634.6,71,32,12.9
2020,9,22,2020-09-22,2,2,1,1,2,1,0,4,2,7,1,8,5,9,0,9,1,1,1,8,21 to 35,Male,605.4,71,32,12.9
2020,9,22,2020-09-22,3,0,0,3,2,2,3,0,1,2,1,5,0,9,0,0,1,5,10,6,Less than 20,Male,638.8,71,32,12.9
2020,9,22,2020-09-22,1,4,1,3,1,5,2,1,2,5,2,1,0,7,5,2,1,7,3,5,21 to 35,Female,581.5,71,32,12.9
2020,9,22,2020-09-22,1,3,7,2,3,9,6,2,1,7,2,7,5,8,10,8,2,4,2,5,21 to 35,Female,647.5,71,32,12.9
2020,9,23,2020-09-23,3,3,6,10,7,6,5,5,1,7,0,10,10,7,4,4,2,5,4,7,36 to 50,Female,710.8,71,32,12.9
2020,9,23,2020-09-23,2,5,2,4,2,7,0,4,2,8,1,2,4,8,0,5,1,1,1,9,36 to 50,Female,607.4,71,32,12.9
2020,9,23,2020-09-23,1,4,2,4,10,9,1,3,2,8,5,5,5,7,3,4,2,10,2,7,51 or more,Female,662.2,71,32,12.9
2020,9,23,2020-09-23,1,2,0,6,6,8,10,5,1,5,5,1,7,6,10,5,1,3,8,5,21 to 35,Female,652.7,71,32,12.9
2020,9,23,2020-09-23,4,5,3,4,10,10,5,5,2,4,8,5,10,8,10,2,2,2,3,5,36 to 50,Female,670.9,71,32,12.9
2020,9,23,2020-09-23,2,3,0,6,2,2,5,0,2,2,3,1,5,8,5,1,1,5,1,0,21 to 35,Female,583.4,71,32,12.9
2020,9,23,2020-09-23,4,4,3,5,6,5,5,4,2,6,5,3,5,5,4,6,2,6,6,6,51 or more,Male,654.6,71,32,12.9
2020,9,23,2020-09-23,4,3,5,10,10,10,2,0,2,9,3,9,2,8,0,2,2,4,4,6,21 to 35,Female,687.0,71,32,12.9
2020,9,23,2020-09-23,4,2,2,10,7,6,2,2,2,7,3,10,3,7,0,3,2,4,5,6,21 to 35,Female,678.5,71,32,12.9
2020,9,23,2020-09-23,4,3,10,10,10,10,5,3,1,8,4,6,5,8,0,3,2,5,8,4,21 to 35,Male,730.6,71,32,12.9
2020,9,23,2020-09-23,5,5,10,2,4,10,5,5,1,3,2,10,10,7,0,2,2,0,4,9,21 to 35,Male,707.4,71,32,12.9
2020,9,23,2020-09-23,2,5,2,2,7,10,5,3,1,3,3,7,5,6,3,1,2,8,5,6,51 or more,Male,674.3,71,32,12.9
2020,9,23,2020-09-23,4,4,2,3,9,2,2,5,1,7,2,5,1,7,0,3,2,3,3,7,21 to 35,Female,665.6,71,32,12.9
2020,9,23,2020-09-23,4,3,2,10,6,3,2,2,2,8,3,2,4,8,0,3,1,7,3,5,21 to 35,Female,641.4,71,32,12.9
2020,9,23,2020-09-23,5,2,10,8,2,7,5,2,1,10,2,6,5,8,0,2,2,3,3,10,Less than 20,Female,711.9,71,32,12.9
2020,9,23,2020-09-23,5,3,10,10,10,5,10,5,1,9,2,10,5,7,0,1,2,10,8,8,51 or more,Female,763.5,71,32,12.9
2020,9,23,2020-09-23,5,3,6,8,6,10,5,2,1,8,2,10,5,8,0,0,2,10,6,7,Less than 20,Female,733.1,71,32,12.9
2020,9,23,2020-09-23,3,4,10,5,10,2,9,1,1,8,1,10,4,8,4,3,1,10,1,2,Less than 20,Female,671.9,71,32,12.9
2020,9,23,2020-09-23,2,5,1,0,4,2,2,5,1,5,1,2,1,5,7,4,2,4,3,10,21 to 35,Male,618.7,71,32,12.9
2020,9,23,2020-09-23,1,3,0,1,2,2,3,4,1,3,1,1,5,7,0,10,1,2,2,5,21 to 35,Female,593.4,71,32,12.9
2020,9,23,2020-09-23,3,1,7,7,5,4,6,2,1,8,1,3,2,8,0,1,2,5,5,4,36 to 50,Female,685.8,71,32,12.9
2020,9,23,2020-09-23,5,2,4,8,10,10,9,4,1,9,1,10,0,7,5,8,2,8,2,10,51 or more,Female,715.9,71,32,12.9
2020,9,23,2020-09-23,5,2,4,8,10,10,8,4,1,9,1,10,0,7,5,4,2,8,2,10,51 or more,Female,721.0,71,32,12.9
2020,9,23,2020-09-23,5,5,4,4,10,10,3,2,2,9,1,1,7,7,5,0,2,5,0,1,51 or more,Female,649.5,71,32,12.9
2020,9,23,2020-09-23,4,2,3,2,1,10,1,0,1,7,0,7,1,7,0,4,2,4,2,8,51 or more,Male,654.1,71,32,12.9
2020,9,23,2020-09-23,5,1,10,10,3,4,7,5,1,8,3,1,6,7,0,0,2,2,10,2,21 to 35,Male,717.5,71,32,12.9
2020,9,23,2020-09-23,5,1,10,10,4,7,7,5,1,8,1,1,6,7,0,3,2,1,10,1,21 to 35,Male,712.4,71,32,12.9
2020,9,24,2020-09-24,3,3,4,7,6,10,0,5,1,6,6,6,7,8,3,0,2,6,0,9,21 to 35,Female,703.4,71,32,12.9
